id,price
202052,14728
202053,51393
202054,12258
202055,35371
202056,49943
202057,38568
202058,23467
202059,57765
202060,67702
202061,31073
202062,58769
202063,64186
202064,9568
202065,21307
202066,28683
202067,1759
202068,70199
202069,40671
202070,34525
202071,55198
202072,77994
202073,29949
202074,16276
202075,59514
202076,55452
202077,63300
202078,62359
202079,22925
202080,44174
202081,38176
202082,66938
202083,68845
202084,59412
202085,63496
202086,29724
202087,66328
202088,42498
202089,3070
202090,97371
202091,34893
202092,17109
202093,27523
202094,66891
202095,36600
202096,-2054
202097,66569
202098,54474
202099,82202
202100,39617
202101,37790
202102,61652
202103,69788
202104,14720
202105,15260
202106,40980
202107,18203
202108,55288
202109,35196
202110,25220
202111,41151
202112,75396
202113,12056
202114,54768
202115,61961
202116,68847
202117,41067
202118,75662
202119,71201
202120,66573
202121,10122
202122,-16419
202123,46133
202124,76370
202125,18340
202126,77841
202127,44324
202128,54461
202129,48784
202130,5975
202131,50758
202132,26976
202133,44187
202134,36220
202135,76404
202136,44744
202137,21556
202138,-57
202139,29487
202140,36313
202141,57037
202142,-177
202143,24401
202144,94870
202145,31789
202146,19360
202147,10999
202148,22589
202149,66553
202150,-7477
202151,24380
202152,48071
202153,57597
202154,61859
202155,36176
202156,71532
202157,13028
202158,53405
202159,47222
202160,30721
202161,10535
202162,50709
202163,25895
202164,33501
202165,10730
202166,68373
202167,38763
202168,65188
202169,39001
202170,41462
202171,69856
202172,55848
202173,46187
202174,25246
202175,-6099
202176,-17801
202177,-19145
202178,23691
202179,43889
202180,43064
202181,-7391
202182,39608
202183,19732
202184,31887
202185,87228
202186,19931
202187,30943
202188,39852
202189,71490
202190,54159
202191,4522
202192,48416
202193,98466
202194,70580
202195,30906
202196,-7861
202197,78436
202198,-25852
202199,106524
202200,36921
202201,44012
202202,37420
202203,39344
202204,10284
202205,59180
202206,49469
202207,30939
202208,28531
202209,-32500
202210,40676
202211,64023
202212,74891
202213,48161
202214,32286
202215,30762
202216,56020
202217,102244
202218,62819
202219,2758
202220,23572
202221,9792
202222,73423
202223,89770
202224,51249
202225,14284
202226,31815
202227,30841
202228,11238
202229,27600
202230,60661
202231,39321
202232,9699
202233,9076
202234,62889
202235,10882
202236,36477
202237,70105
202238,45486
202239,8424
202240,-19240
202241,57937
202242,48844
202243,-189
202244,8821
202245,-13783
202246,39634
202247,71063
202248,26239
202249,74511
202250,86954
202251,51433
202252,58128
202253,37429
202254,78363
202255,54424
202256,-4831
202257,40027
202258,57933
202259,53969
202260,44504
202261,82245
202262,5322
202263,50905
202264,105879
202265,37312
202266,124851
202267,65073
202268,59555
202269,-38204
202270,21120
202271,39472
202272,39247
202273,28083
202274,59759
202275,51969
202276,44521
202277,13118
202278,63970
202279,37637
202280,58544
202281,32756
202282,34925
202283,54003
202284,36053
202285,9449
202286,68285
202287,-1128
202288,51322
202289,46376
202290,16541
202291,61763
202292,62349
202293,71693
202294,38681
202295,82457
202296,27940
202297,14432
202298,67637
202299,48427
202300,32415
202301,65851
202302,14117
202303,55870
202304,57494
202305,66278
202306,45818
202307,63082
202308,40413
202309,73185
202310,53942
202311,43541
202312,68491
202313,72701
202314,43522
202315,66175
202316,5561
202317,35672
202318,67558
202319,64932
202320,57100
202321,78618
202322,23397
202323,9521
202324,74962
202325,57361
202326,53049
202327,23333
202328,59867
202329,49028
202330,69011
202331,19177
202332,66592
202333,60211
202334,43573
202335,2066
202336,18201
202337,50200
202338,72381
202339,31388
202340,26230
202341,73785
202342,69424
202343,62650
202344,72814
202345,50961
202346,62427
202347,73557
202348,79379
202349,53311
202350,64944
202351,42152
202352,55249
202353,23344
202354,-2966
202355,-1884
202356,56934
202357,43342
202358,77295
202359,20733
202360,73507
202361,25121
202362,41965
202363,82423
202364,40730
202365,47910
202366,47902
202367,70228
202368,6392
202369,14770
202370,23248
202371,74111
202372,76199
202373,-15209
202374,12853
202375,49540
202376,79140
202377,32878
202378,3431
202379,24773
202380,30159
202381,12954
202382,55428
202383,49955
202384,76395
202385,46256
202386,60822
202387,76631
202388,23846
202389,47626
202390,33820
202391,43118
202392,17425
202393,7853
202394,26905
202395,56339
202396,27026
202397,61604
202398,78606
202399,48247
202400,74141
202401,68767
202402,71674
202403,41690
202404,43491
202405,53627
202406,-15029
202407,72554
202408,41024
202409,60184
202410,65320
202411,62953
202412,44034
202413,86374
202414,36737
202415,23636
202416,44861
202417,-1750
202418,27763
202419,42809
202420,-10796
202421,77723
202422,11509
202423,58050
202424,43147
202425,65857
202426,67519
202427,12412
202428,28522
202429,17879
202430,35914
202431,37871
202432,21435
202433,72414
202434,13377
202435,75409
202436,49072
202437,68764
202438,6780
202439,29786
202440,73686
202441,63536
202442,70288
202443,76031
202444,15453
202445,62693
202446,39636
202447,38074
202448,41047
202449,42360
202450,70547
202451,80881
202452,-2286
202453,10145
202454,37301
202455,35245
202456,67375
202457,57069
202458,69218
202459,24024
202460,19977
202461,5740
202462,47932
202463,70409
202464,64187
202465,67553
202466,16864
202467,-9479
202468,17756
202469,60239
202470,55996
202471,3484
202472,27606
202473,49048
202474,24706
202475,37731
202476,36907
202477,45158
202478,43370
202479,53997
202480,16543
202481,54927
202482,65847
202483,63225
202484,-14593
202485,60965
202486,15687
202487,28916
202488,40223
202489,85863
202490,76224
202491,71640
202492,-11698
202493,40645
202494,16225
202495,41352
202496,61175
202497,30777
202498,35822
202499,23064
202500,64613
202501,67199
202502,72885
202503,24410
202504,43360
202505,39592
202506,8851
202507,54852
202508,59161
202509,58965
202510,46339
202511,29810
202512,67146
202513,64273
202514,70711
202515,39290
202516,23146
202517,8747
202518,30774
202519,75475
202520,67999
202521,30359
202522,61458
202523,74916
202524,24025
202525,39687
202526,53799
202527,56484
202528,47262
202529,11971
202530,69923
202531,38915
202532,75250
202533,71965
202534,72622
202535,22679
202536,13820
202537,2182
202538,62801
202539,45462
202540,22016
202541,7191
202542,14975
202543,65828
202544,64497
202545,13184
202546,36420
202547,58112
202548,5519
202549,67680
202550,44124
202551,61415
202552,74600
202553,12893
202554,42988
202555,48900
202556,73660
202557,42630
202558,-4093
202559,12329
202560,11092
202561,56147
202562,45553
202563,54358
202564,30564
202565,141717
202566,24607
202567,47040
202568,53104
202569,21554
202570,28358
202571,29682
202572,16766
202573,27642
202574,27096
202575,57271
202576,33355
202577,39427
202578,54012
202579,20742
202580,34197
202581,21616
202582,47472
202583,37398
202584,58818
202585,38124
202586,48664
202587,79820
202588,55231
202589,30572
202590,-13319
202591,80227
202592,47595
202593,56072
202594,64909
202595,69110
202596,58707
202597,66773
202598,15768
202599,74990
202600,70557
202601,69030
202602,73524
202603,2793
202604,27920
202605,-2340
202606,23197
202607,53234
202608,9823
202609,53905
202610,44281
202611,91268
202612,5642
202613,803
202614,-6173
202615,50054
202616,71386
202617,67399
202618,66152
202619,63297
202620,68643
202621,58588
202622,-4660
202623,60107
202624,22073
202625,62454
202626,69412
202627,50025
202628,27038
202629,-1124
202630,12688
202631,35171
202632,57511
202633,51075
202634,21041
202635,86292
202636,35164
202637,53563
202638,54925
202639,54085
202640,42922
202641,74463
202642,72265
202643,27276
202644,48135
202645,57519
202646,67657
202647,67837
202648,45924
202649,47689
202650,50669
202651,51430
202652,72781
202653,22698
202654,64069
202655,96863
202656,64735
202657,84217
202658,33009
202659,74812
202660,6887
202661,65427
202662,-18644
202663,61634
202664,-24712
202665,71412
202666,72016
202667,49759
202668,55629
202669,21488
202670,31188
202671,39844
202672,64742
202673,56449
202674,53362
202675,15192
202676,56442
202677,61332
202678,20886
202679,17043
202680,52217
202681,56805
202682,13381
202683,43894
202684,44073
202685,44253
202686,49020
202687,70700
202688,83171
202689,-5408
202690,2174
202691,46326
202692,5744
202693,57723
202694,30460
202695,23373
202696,54836
202697,52541
202698,28966
202699,61819
202700,66922
202701,62669
202702,39471
202703,54254
202704,63867
202705,55825
202706,55026
202707,46944
202708,34122
202709,42696
202710,20799
202711,81885
202712,39838
202713,59029
202714,84113
202715,144311
202716,49194
202717,35797
202718,40002
202719,41438
202720,67723
202721,30413
202722,7749
202723,59095
202724,37551
202725,67598
202726,53239
202727,64537
202728,67481
202729,58187
202730,13190
202731,2054
202732,62462
202733,20197
202734,-342
202735,60589
202736,46360
202737,22868
202738,39286
202739,41006
202740,31707
202741,63783
202742,27714
202743,57126
202744,104273
202745,49843
202746,30434
202747,75503
202748,83349
202749,23251
202750,59415
202751,70727
202752,12470
202753,11298
202754,45299
202755,51164
202756,63255
202757,54070
202758,20925
202759,18366
202760,10617
202761,44939
202762,53122
202763,53649
202764,42763
202765,38639
202766,31223
202767,42007
202768,66089
202769,65744
202770,49600
202771,61335
202772,24435
202773,57055
202774,79456
202775,69124
202776,58256
202777,61672
202778,25697
202779,37559
202780,12789
202781,42742
202782,64680
202783,44724
202784,48092
202785,27018
202786,41482
202787,20048
202788,66403
202789,44527
202790,37050
202791,46084
202792,4567
202793,62621
202794,6447
202795,85327
202796,50998
202797,10068
202798,65398
202799,38396
202800,24783
202801,54609
202802,59529
202803,14327
202804,57969
202805,66239
202806,22890
202807,50678
202808,5078
202809,46401
202810,52243
202811,45264
202812,72501
202813,38846
202814,69831
202815,6196
202816,41755
202817,21397
202818,39338
202819,23715
202820,64936
202821,49963
202822,72748
202823,69585
202824,98270
202825,22946
202826,64209
202827,34933
202828,47085
202829,8873
202830,13720
202831,12744
202832,61063
202833,23491
202834,110243
202835,70546
202836,80631
202837,18025
202838,52699
202839,51280
202840,-21530
202841,73091
202842,50021
202843,39779
202844,43925
202845,12888
202846,52459
202847,629
202848,49914
202849,38997
202850,18567
202851,44240
202852,45533
202853,61616
202854,56494
202855,74708
202856,51236
202857,59156
202858,65799
202859,46884
202860,60625
202861,34066
202862,61871
202863,59591
202864,49891
202865,50440
202866,66517
202867,60309
202868,60306
202869,41763
202870,39350
202871,61565
202872,51694
202873,70155
202874,71844
202875,75729
202876,31621
202877,72148
202878,67937
202879,67766
202880,54939
202881,32615
202882,26788
202883,123470
202884,8449
202885,62164
202886,42176
202887,64463
202888,68382
202889,39438
202890,70852
202891,59885
202892,38596
202893,21738
202894,57007
202895,70266
202896,-7292
202897,66258
202898,16011
202899,37728
202900,49254
202901,71540
202902,30069
202903,66476
202904,31456
202905,22522
202906,32202
202907,39428
202908,60308
202909,22543
202910,68555
202911,95044
202912,51840
202913,81494
202914,67236
202915,79518
202916,52871
202917,26397
202918,-3919
202919,58200
202920,20395
202921,56727
202922,66582
202923,52501
202924,-15345
202925,32167
202926,62159
202927,58301
202928,44215
202929,-646
202930,64739
202931,26474
202932,63762
202933,14253
202934,-12070
202935,50010
202936,60788
202937,18648
202938,36738
202939,47426
202940,44881
202941,11969
202942,37210
202943,12349
202944,59599
202945,35020
202946,37073
202947,-10407
202948,50571
202949,63612
202950,24715
202951,19473
202952,42350
202953,37158
202954,70064
202955,33000
202956,30029
202957,53211
202958,40597
202959,78812
202960,70546
202961,16427
202962,67894
202963,30504
202964,48346
202965,60299
202966,64627
202967,19186
202968,30291
202969,40952
202970,63075
202971,43279
202972,37889
202973,61535
202974,61047
202975,33965
202976,53195
202977,21099
202978,16199
202979,50068
202980,23499
202981,35146
202982,36256
202983,66166
202984,35726
202985,16139
202986,71064
202987,-14920
202988,60248
202989,45885
202990,66218
202991,14541
202992,19093
202993,67301
202994,71744
202995,95707
202996,25657
202997,18173
202998,34136
202999,72107
203000,81692
203001,50405
203002,68747
203003,32399
203004,42568
203005,49321
203006,19281
203007,73043
203008,71067
203009,66188
203010,53861
203011,43227
203012,9047
203013,22870
203014,37795
203015,68502
203016,62697
203017,59293
203018,81766
203019,34180
203020,46000
203021,49424
203022,3544
203023,75431
203024,8191
203025,1057
203026,17816
203027,69395
203028,38813
203029,64747
203030,6857
203031,9602
203032,49972
203033,72725
203034,45890
203035,53206
203036,57548
203037,62092
203038,33263
203039,73455
203040,32697
203041,57748
203042,26246
203043,17078
203044,71099
203045,27908
203046,88842
203047,57378
203048,71271
203049,36537
203050,63770
203051,99718
203052,21223
203053,50956
203054,37605
203055,27253
203056,71144
203057,11455
203058,67586
203059,50969
203060,45065
203061,49464
203062,33856
203063,64108
203064,68597
203065,64603
203066,33783
203067,47144
203068,59469
203069,20053
203070,61296
203071,58202
203072,64858
203073,46894
203074,16920
203075,56450
203076,24421
203077,32366
203078,18054
203079,32503
203080,23522
203081,82532
203082,43898
203083,59925
203084,42715
203085,55520
203086,62964
203087,30437
203088,42452
203089,55473
203090,7322
203091,53863
203092,62217
203093,56962
203094,27114
203095,52483
203096,75820
203097,2232
203098,49740
203099,49341
203100,64792
203101,33556
203102,33718
203103,43812
203104,92045
203105,64699
203106,62964
203107,38910
203108,-3325
203109,24499
203110,62719
203111,25662
203112,59423
203113,35640
203114,30980
203115,15019
203116,-26278
203117,12260
203118,48337
203119,62601
203120,54815
203121,70665
203122,62718
203123,63055
203124,44484
203125,6548
203126,8608
203127,7223
203128,71004
203129,21707
203130,41881
203131,83533
203132,13894
203133,46619
203134,65627
203135,31905
203136,13985
203137,36897
203138,5346
203139,8198
203140,34654
203141,58756
203142,45036
203143,35126
203144,80994
203145,10778
203146,57625
203147,65031
203148,64027
203149,42836
203150,70449
203151,60150
203152,8161
203153,71443
203154,35230
203155,64573
203156,35924
203157,30820
203158,38578
203159,37992
203160,65996
203161,46198
203162,60726
203163,-3829
203164,59275
203165,-10044
203166,14396
203167,66876
203168,54925
203169,57185
203170,30767
203171,62112
203172,22550
203173,60197
203174,63325
203175,40924
203176,33848
203177,62797
203178,35502
203179,24382
203180,58467
203181,21080
203182,81308
203183,68972
203184,83824
203185,32563
203186,25610
203187,13819
203188,10275
203189,48483
203190,39895
203191,56411
203192,9181
203193,64567
203194,79517
203195,71874
203196,55468
203197,42471
203198,14329
203199,48861
203200,72498
203201,65816
203202,25372
203203,17018
203204,-2703
203205,64936
203206,6219
203207,70346
203208,40916
203209,76357
203210,60420
203211,27598
203212,38676
203213,44074
203214,27059
203215,52795
203216,92284
203217,14954
203218,78855
203219,61645
203220,60595
203221,42714
203222,68284
203223,57198
203224,49087
203225,16704
203226,22456
203227,105756
203228,20792
203229,60514
203230,57669
203231,63837
203232,17977
203233,63198
203234,-6527
203235,49539
203236,24811
203237,42737
203238,41577
203239,48714
203240,69089
203241,23810
203242,27121
203243,5903
203244,56360
203245,52384
203246,13776
203247,52441
203248,55713
203249,-2620
203250,47441
203251,19247
203252,46676
203253,15168
203254,40531
203255,67832
203256,22438
203257,39130
203258,47932
203259,17197
203260,16242
203261,72451
203262,38696
203263,74404
203264,52990
203265,-2484
203266,55921
203267,65884
203268,34332
203269,36472
203270,31088
203271,12139
203272,53602
203273,45258
203274,15792
203275,11839
203276,4282
203277,75970
203278,42192
203279,-4799
203280,40033
203281,65615
203282,71018
203283,32482
203284,41153
203285,38784
203286,33734
203287,39971
203288,-3199
203289,59294
203290,27456
203291,25563
203292,1656
203293,66566
203294,1679
203295,-8390
203296,64112
203297,43501
203298,8369
203299,26285
203300,50090
203301,71508
203302,-11513
203303,75667
203304,60078
203305,11811
203306,42476
203307,66361
203308,35518
203309,68434
203310,22998
203311,42753
203312,51844
203313,29097
203314,67535
203315,33471
203316,8047
203317,37938
203318,36767
203319,57711
203320,51133
203321,-138
203322,63608
203323,36502
203324,-1799
203325,77952
203326,66728
203327,31871
203328,23288
203329,60325
203330,18793
203331,55069
203332,43605
203333,39559
203334,28061
203335,29705
203336,52574
203337,45832
203338,87167
203339,69358
203340,20135
203341,64584
203342,28571
203343,82447
203344,48964
203345,57420
203346,22176
203347,-4694
203348,28899
203349,68433
203350,46654
203351,62949
203352,46007
203353,66499
203354,43574
203355,21697
203356,64936
203357,34670
203358,19746
203359,45246
203360,42808
203361,76793
203362,31802
203363,51597
203364,58684
203365,54487
203366,53293
203367,43793
203368,71440
203369,29639
203370,42960
203371,25450
203372,70370
203373,45459
203374,52118
203375,65820
203376,63656
203377,110697
203378,34390
203379,77067
203380,-27002
203381,-12645
203382,49471
203383,39311
203384,82718
203385,42183
203386,63646
203387,40252
203388,20848
203389,38849
203390,5994
203391,26906
203392,54015
203393,-11338
203394,67887
203395,60336
203396,56727
203397,-22953
203398,42009
203399,13601
203400,-14054
203401,103718
203402,74740
203403,32273
203404,30829
203405,61508
203406,12490
203407,-1806
203408,56381
203409,57185
203410,40069
203411,15871
203412,49443
203413,42033
203414,59926
203415,42473
203416,34163
203417,33733
203418,71292
203419,62051
203420,1051
203421,39225
203422,37168
203423,33174
203424,48413
203425,-4131
203426,61573
203427,52150
203428,-6119
203429,42632
203430,19250
203431,69999
203432,47579
203433,63914
203434,51662
203435,54514
203436,62240
203437,43927
203438,5267
203439,10898
203440,115994
203441,73181
203442,69453
203443,31169
203444,24793
203445,65734
203446,73256
203447,91259
203448,52514
203449,24641
203450,75841
203451,67871
203452,23885
203453,14531
203454,34081
203455,63388
203456,13739
203457,36995
203458,66406
203459,52986
203460,47034
203461,25336
203462,65494
203463,32230
203464,78253
203465,16383
203466,52316
203467,24257
203468,10476
203469,61685
203470,70736
203471,20953
203472,53227
203473,83493
203474,29125
203475,39574
203476,78513
203477,64953
203478,74859
203479,80896
203480,44136
203481,67132
203482,48798
203483,65653
203484,47728
203485,66064
203486,38289
203487,66032
203488,31481
203489,86319
203490,49197
203491,44043
203492,79545
203493,71691
203494,54123
203495,48737
203496,35776
203497,15838
203498,42940
203499,55409
203500,79604
203501,86128
203502,81272
203503,67018
203504,55260
203505,64697
203506,48964
203507,-16687
203508,14745
203509,22439
203510,70630
203511,33751
203512,55008
203513,54629
203514,42380
203515,53708
203516,43550
203517,32996
203518,25770
203519,61544
203520,64074
203521,56390
203522,6264
203523,47084
203524,65187
203525,70449
203526,96439
203527,30167
203528,55193
203529,27988
203530,39693
203531,69146
203532,-20876
203533,72833
203534,48295
203535,71131
203536,38968
203537,-13271
203538,59098
203539,47832
203540,29120
203541,58736
203542,21374
203543,16320
203544,15844
203545,34124
203546,4882
203547,44993
203548,66156
203549,65703
203550,53186
203551,50073
203552,5392
203553,28186
203554,21422
203555,63628
203556,33206
203557,49158
203558,22454
203559,92014
203560,41271
203561,51968
203562,29489
203563,65005
203564,15871
203565,46143
203566,36636
203567,56247
203568,37238
203569,68243
203570,-11837
203571,50679
203572,13743
203573,28707
203574,14390
203575,31806
203576,-9027
203577,51996
203578,61019
203579,48001
203580,75562
203581,29850
203582,144647
203583,48494
203584,56750
203585,98970
203586,23807
203587,14566
203588,73319
203589,26023
203590,-2474
203591,47270
203592,67236
203593,42137
203594,110355
203595,4284
203596,45724
203597,61451
203598,13816
203599,74630
203600,17041
203601,77360
203602,54937
203603,54890
203604,21980
203605,66122
203606,46078
203607,63848
203608,35198
203609,55273
203610,19214
203611,20077
203612,38149
203613,46070
203614,70288
203615,71540
203616,44422
203617,44525
203618,19150
203619,72545
203620,75641
203621,24378
203622,16330
203623,13441
203624,38253
203625,71875
203626,41049
203627,34768
203628,80831
203629,18913
203630,61976
203631,83771
203632,72325
203633,29036
203634,62745
203635,39948
203636,46827
203637,8338
203638,64352
203639,75761
203640,11538
203641,74923
203642,52672
203643,52015
203644,61588
203645,-8160
203646,51246
203647,4491
203648,50773
203649,55137
203650,51636
203651,52594
203652,72411
203653,66346
203654,7946
203655,69405
203656,8839
203657,59920
203658,39089
203659,7463
203660,41813
203661,63276
203662,46859
203663,67433
203664,109503
203665,-3433
203666,36784
203667,24828
203668,4442
203669,43226
203670,21480
203671,45155
203672,70018
203673,45141
203674,54225
203675,62704
203676,47985
203677,74421
203678,33917
203679,59026
203680,25589
203681,60443
203682,28622
203683,64799
203684,54219
203685,41481
203686,48151
203687,57877
203688,-5514
203689,26866
203690,52174
203691,82040
203692,29658
203693,47765
203694,28826
203695,26310
203696,76878
203697,7910
203698,24734
203699,40773
203700,93596
203701,85319
203702,61986
203703,19756
203704,72217
203705,26804
203706,39272
203707,33593
203708,78542
203709,38474
203710,50969
203711,8047
203712,67254
203713,57946
203714,64466
203715,39970
203716,63649
203717,50262
203718,28064
203719,43664
203720,60555
203721,51878
203722,18193
203723,62623
203724,-16577
203725,58670
203726,42613
203727,69217
203728,44173
203729,68341
203730,58263
203731,-28855
203732,-17332
203733,37055
203734,54234
203735,41415
203736,23489
203737,67704
203738,73165
203739,26978
203740,58297
203741,52648
203742,45434
203743,3679
203744,71036
203745,47226
203746,52451
203747,25342
203748,22296
203749,54188
203750,9326
203751,57838
203752,61491
203753,49651
203754,71270
203755,9357
203756,34890
203757,44709
203758,44925
203759,40790
203760,12739
203761,29857
203762,52819
203763,49513
203764,59967
203765,56133
203766,69812
203767,40823
203768,52281
203769,9119
203770,30238
203771,55811
203772,66316
203773,66540
203774,45296
203775,33050
203776,51419
203777,70983
203778,22650
203779,59993
203780,68793
203781,33501
203782,46472
203783,29310
203784,68021
203785,29256
203786,75446
203787,64050
203788,53346
203789,68757
203790,65982
203791,65663
203792,61282
203793,63434
203794,31556
203795,47738
203796,2911
203797,40437
203798,-22850
203799,66493
203800,68304
203801,62427
203802,64922
203803,21177
203804,46311
203805,75289
203806,30219
203807,87244
203808,26400
203809,43757
203810,39082
203811,42543
203812,67395
203813,40177
203814,73759
203815,48725
203816,43154
203817,66326
203818,19480
203819,82348
203820,372
203821,38813
203822,44850
203823,102067
203824,57985
203825,70945
203826,44733
203827,33399
203828,62810
203829,-5749
203830,57690
203831,8942
203832,65273
203833,70067
203834,80042
203835,13034
203836,64167
203837,65439
203838,15328
203839,101540
203840,28153
203841,53529
203842,71747
203843,71435
203844,22427
203845,24347
203846,47937
203847,41681
203848,48629
203849,35128
203850,34247
203851,11351
203852,32297
203853,52880
203854,49490
203855,64774
203856,42972
203857,46464
203858,67630
203859,46210
203860,71569
203861,59271
203862,62068
203863,69888
203864,11077
203865,52459
203866,-2299
203867,59309
203868,36081
203869,54840
203870,-15853
203871,149570
203872,34566
203873,48842
203874,47543
203875,34513
203876,42905
203877,31925
203878,108566
203879,63281
203880,55656
203881,63973
203882,63518
203883,131783
203884,65155
203885,61380
203886,41177
203887,41238
203888,-6084
203889,38897
203890,45879
203891,60154
203892,63850
203893,50194
203894,40984
203895,57449
203896,8519
203897,88128
203898,7230
203899,38695
203900,65668
203901,-23744
203902,66953
203903,65922
203904,51617
203905,48193
203906,3304
203907,5766
203908,80711
203909,79526
203910,79606
203911,68173
203912,28945
203913,63493
203914,59678
203915,59763
203916,38562
203917,22529
203918,1632
203919,54891
203920,30602
203921,48371
203922,41926
203923,25236
203924,8099
203925,81566
203926,72951
203927,51866
203928,83392
203929,36782
203930,74956
203931,26560
203932,56621
203933,54950
203934,61581
203935,12339
203936,29264
203937,61147
203938,77192
203939,43314
203940,62464
203941,42634
203942,35093
203943,20887
203944,38763
203945,30650
203946,862
203947,60157
203948,79633
203949,45032
203950,44195
203951,44387
203952,1423
203953,97504
203954,97026
203955,34082
203956,27303
203957,55894
203958,47849
203959,47031
203960,46125
203961,28454
203962,88252
203963,20133
203964,16330
203965,69880
203966,78023
203967,68991
203968,57743
203969,2173
203970,33034
203971,-12211
203972,68782
203973,59481
203974,19710
203975,29353
203976,23751
203977,64804
203978,25285
203979,-3318
203980,46519
203981,70868
203982,39607
203983,41350
203984,48684
203985,-1884
203986,14266
203987,18629
203988,50928
203989,104898
203990,75978
203991,65017
203992,50821
203993,39279
203994,33308
203995,39387
203996,50108
203997,43389
203998,132778
203999,9825
204000,28474
204001,3800
204002,7641
204003,59341
204004,52354
204005,61297
204006,44849
204007,-554
204008,38912
204009,120099
204010,20705
204011,29485
204012,64091
204013,31534
204014,56540
204015,96920
204016,46460
204017,10257
204018,20189
204019,48836
204020,30700
204021,80531
204022,944
204023,58085
204024,59747
204025,67823
204026,-12726
204027,32387
204028,52146
204029,109817
204030,63078
204031,1733
204032,65616
204033,34540
204034,11466
204035,62436
204036,72347
204037,66051
204038,19226
204039,52177
204040,47560
204041,44241
204042,57458
204043,27933
204044,53632
204045,18473
204046,67604
204047,64594
204048,21841
204049,33188
204050,21969
204051,56714
204052,41519
204053,31211
204054,33136
204055,67672
204056,-25927
204057,-4589
204058,6451
204059,49344
204060,55643
204061,1829
204062,29318
204063,70086
204064,26078
204065,39881
204066,57659
204067,121721
204068,49962
204069,70910
204070,43435
204071,57255
204072,55278
204073,2204
204074,65371
204075,14824
204076,51343
204077,70086
204078,138095
204079,52949
204080,45821
204081,66915
204082,101
204083,138576
204084,50576
204085,49009
204086,73758
204087,3365
204088,38310
204089,52855
204090,64491
204091,36263
204092,21073
204093,56241
204094,30262
204095,18967
204096,44359
204097,84317
204098,30262
204099,36154
204100,62669
204101,42668
204102,48230
204103,75459
204104,83358
204105,39034
204106,66046
204107,16069
204108,50223
204109,48179
204110,26071
204111,43445
204112,51349
204113,-1060
204114,42813
204115,67288
204116,55052
204117,68032
204118,-959
204119,15968
204120,103393
204121,-879
204122,71017
204123,59604
204124,1642
204125,41735
204126,68856
204127,1617
204128,37261
204129,19195
204130,77435
204131,47692
204132,74103
204133,71076
204134,33850
204135,26249
204136,68404
204137,69033
204138,58067
204139,55877
204140,18507
204141,48654
204142,42382
204143,50594
204144,34892
204145,68784
204146,-21187
204147,68103
204148,51640
204149,79088
204150,24528
204151,29742
204152,66472
204153,70943
204154,42848
204155,69328
204156,54063
204157,40526
204158,37960
204159,26941
204160,13667
204161,63241
204162,10993
204163,27314
204164,13579
204165,79048
204166,67991
204167,88611
204168,44129
204169,49279
204170,38684
204171,71506
204172,84319
204173,66960
204174,57113
204175,47476
204176,48850
204177,53340
204178,33143
204179,71302
204180,51062
204181,48593
204182,49035
204183,23727
204184,68701
204185,58749
204186,37700
204187,69442
204188,28072
204189,60800
204190,5225
204191,70140
204192,47351
204193,47777
204194,5575
204195,49800
204196,19998
204197,67245
204198,60368
204199,80595
204200,70780
204201,54834
204202,56281
204203,30964
204204,-25470
204205,65620
204206,48564
204207,35134
204208,44952
204209,44955
204210,64119
204211,61783
204212,140387
204213,7247
204214,45211
204215,40697
204216,-194
204217,39189
204218,-22298
204219,37735
204220,-472
204221,55639
204222,28489
204223,56942
204224,30812
204225,75291
204226,68798
204227,55149
204228,46123
204229,35439
204230,12954
204231,37975
204232,39855
204233,64680
204234,69035
204235,63440
204236,143896
204237,22260
204238,15743
204239,67534
204240,7767
204241,69458
204242,75760
204243,56948
204244,70105
204245,61312
204246,35461
204247,20835
204248,41472
204249,67855
204250,42168
204251,72405
204252,10738
204253,62742
204254,57904
204255,68433
204256,59890
204257,31579
204258,51372
204259,22678
204260,32946
204261,29391
204262,24307
204263,-8379
204264,62953
204265,19515
204266,-17533
204267,62348
204268,69324
204269,74543
204270,27044
204271,61521
204272,5312
204273,42074
204274,65517
204275,30903
204276,42553
204277,44644
204278,54962
204279,24236
204280,36605
204281,41455
204282,41279
204283,77141
204284,26476
204285,60137
204286,32614
204287,21151
204288,28889
204289,41270
204290,74816
204291,30409
204292,58496
204293,54883
204294,17869
204295,31450
204296,20485
204297,6058
204298,45272
204299,37970
204300,56026
204301,37781
204302,108985
204303,32506
204304,76235
204305,42809
204306,70781
204307,30123
204308,42206
204309,64938
204310,34472
204311,58460
204312,44017
204313,61531
204314,30269
204315,67241
204316,47559
204317,48414
204318,55609
204319,51114
204320,52943
204321,24130
204322,7142
204323,22199
204324,54443
204325,15934
204326,-4071
204327,51664
204328,61395
204329,6245
204330,65386
204331,35719
204332,7245
204333,-13593
204334,-13293
204335,72774
204336,9250
204337,49500
204338,27236
204339,54778
204340,87686
204341,69709
204342,75734
204343,49362
204344,46652
204345,14052
204346,31935
204347,50976
204348,42677
204349,14422
204350,43064
204351,3105
204352,32490
204353,32779
204354,71447
204355,-378
204356,32946
204357,22609
204358,24433
204359,53001
204360,32498
204361,14703
204362,59876
204363,45023
204364,72188
204365,74966
204366,-476
204367,53480
204368,68729
